timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1602582919414,76749,HTTP Request,200,OK,Grupa wątków 1-10,text,true,,321325,429,50,50,https://localhost:5001/ExchangeRate/GetFromDates/,65042,0,6715
1602582919485,77232,HTTP Request,200,OK,Grupa wątków 1-40,text,true,,321325,429,50,50,https://localhost:5001/ExchangeRate/GetFromDates/,74686,0,16658
1602582919482,77236,HTTP Request,200,OK,Grupa wątków 1-37,text,true,,321325,429,50,50,https://localhost:5001/ExchangeRate/GetFromDates/,66916,0,15854
1602582899180,97793,HTTP Request,200,OK,Grupa wątków 1-15,text,true,,321325,429,50,50,https://localhost:5001/ExchangeRate/GetFromDates/,87218,0,4573
1602582919499,77818,HTTP Request,200,OK,Grupa wątków 1-38,text,true,,321325,429,50,50,https://localhost:5001/ExchangeRate/GetFromDates/,68840,0,18589
1602582919808,77634,HTTP Request,200,OK,Grupa wątków 1-49,text,true,,321325,429,50,50,https://localhost:5001/ExchangeRate/GetFromDates/,75700,0,22825
1602582920567,77300,HTTP Request,200,OK,Grupa wątków 1-47,text,true,,321325,429,50,50,https://localhost:5001/ExchangeRate/GetFromDates/,75578,0,24647
1602582919554,78319,HTTP Request,200,OK,Grupa wątków 1-21,text,true,,321325,429,50,50,https://localhost:5001/ExchangeRate/GetFromDates/,75952,0,18869
1602582919808,80256,HTTP Request,200,OK,Grupa wątków 1-18,text,true,,321325,429,50,50,https://localhost:5001/ExchangeRate/GetFromDates/,76353,0,19692
1602582920038,90537,HTTP Request,200,OK,Grupa wątków 1-3,text,true,,321325,429,50,50,https://localhost:5001/ExchangeRate/GetFromDates/,84923,0,23934
1602582926487,87928,HTTP Request,200,OK,Grupa wątków 1-9,text,true,,321325,429,50,50,https://localhost:5001/ExchangeRate/GetFromDates/,81726,0,26863
1602582923170,91712,HTTP Request,200,OK,Grupa wątków 1-13,text,true,,321325,429,50,50,https://localhost:5001/ExchangeRate/GetFromDates/,85043,0,27372
1602582921925,93321,HTTP Request,200,OK,Grupa wątków 1-8,text,true,,321325,429,50,50,https://localhost:5001/ExchangeRate/GetFromDates/,87655,0,24852
1602582923174,95866,HTTP Request,200,OK,Grupa wątków 1-19,text,true,,321325,429,50,50,https://localhost:5001/ExchangeRate/GetFromDates/,87399,0,30170
1602582923452,96211,HTTP Request,200,OK,Grupa wątków 1-17,text,true,,321325,429,50,50,https://localhost:5001/ExchangeRate/GetFromDates/,87881,0,33759
1602582935288,85021,HTTP Request,200,OK,Grupa wątków 1-22,text,true,,321325,429,50,50,https://localhost:5001/ExchangeRate/GetFromDates/,76044,0,31587
1602582935264,85045,HTTP Request,200,OK,Grupa wątków 1-32,text,true,,321325,429,50,50,https://localhost:5001/ExchangeRate/GetFromDates/,75311,0,25263
1602582935288,85026,HTTP Request,200,OK,Grupa wątków 1-46,text,true,,321325,429,50,50,https://localhost:5001/ExchangeRate/GetFromDates/,79956,0,31411
1602582920906,99409,HTTP Request,200,OK,Grupa wątków 1-16,text,true,,321325,429,50,50,https://localhost:5001/ExchangeRate/GetFromDates/,80651,0,25863
1602582935341,84993,HTTP Request,200,OK,Grupa wątków 1-4,text,true,,321325,429,50,50,https://localhost:5001/ExchangeRate/GetFromDates/,83072,0,36007
1602582935311,85029,HTTP Request,200,OK,Grupa wątków 1-42,text,true,,321325,429,50,50,https://localhost:5001/ExchangeRate/GetFromDates/,84332,0,32147
1602582935322,85025,HTTP Request,200,OK,Grupa wątków 1-12,text,true,,321325,429,50,50,https://localhost:5001/ExchangeRate/GetFromDates/,84337,0,32144
1602582935323,86867,HTTP Request,200,OK,Grupa wątków 1-20,text,true,,321325,429,50,50,https://localhost:5001/ExchangeRate/GetFromDates/,85095,0,32818
1602582935334,88177,HTTP Request,200,OK,Grupa wątków 1-33,text,true,,321325,429,50,50,https://localhost:5001/ExchangeRate/GetFromDates/,86439,0,34511
1602582935350,92713,HTTP Request,200,OK,Grupa wątków 1-6,text,true,,321325,429,50,50,https://localhost:5001/ExchangeRate/GetFromDates/,86965,0,38996
1602583020341,20623,HTTP Request,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: localhost:5001 failed to respond,Grupa wątków 1-42,text,false,,2081,0,50,50,https://localhost:5001/ExchangeRate/GetFromDates/,0,0,10580
1602583020335,20629,HTTP Request,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: localhost:5001 failed to respond,Grupa wątków 1-4,text,false,,2081,0,50,50,https://localhost:5001/ExchangeRate/GetFromDates/,0,0,10584
1602582968156,80096,HTTP Request,200,OK,Grupa wątków 1-36,text,true,,321325,429,50,50,https://localhost:5001/ExchangeRate/GetFromDates/,80070,0,19766
1602582935278,112975,HTTP Request,200,OK,Grupa wątków 1-28,text,true,,321325,429,50,50,https://localhost:5001/ExchangeRate/GetFromDates/,106464,0,30225
1602582935387,112868,HTTP Request,200,OK,Grupa wątków 1-29,text,true,,321325,429,50,50,https://localhost:5001/ExchangeRate/GetFromDates/,106405,0,41660
